company,drug,streak,start,end,reasons,color,type,info
Actavis,methylphenidater,2,8/7/13,3/25/14,available; manufacturing delays,blue,pediatric;psychiatry;,Methylphenidate Hydrochloride- ER Tablets- 18 MG 100s --NDC: 00591-2715-01 Available;Methylphenidate Hydrochloride- ER Tablets- 27 MG 100s --NDC: 00591-2716-01 Available;Methylphenidate Hydrochloride- ER Tablets- 36 MG 100s --NDC: 00591-2717-01 Available;Methylphenidate Hydrochloride- ER Tablets- 54 MG 100s --NDC: 00591-2718-01 Available;Methylphenidate Hydrochloride- ER Capsules- 40 mg- 100s --NDC: 67767-0202-01  Currently back ordered due to manufacturing delays- non API related.;Methylphenidate Hydrochloride- ER Capsules- 30 mg- 100s --NDC: 67767-0201-01 Currently back ordered due to manufacturing delays- non API related.;Methylphenidate Hydrochloride- ER Capsules-  20 mg- 100s --NDC: 67767-0200-01 Currently back ordered due to manufacturing delays- non API related.;Methylphenidate Hydrochloride- ER Capsules- 30 mg- 100s --(NDC: 67767-0201-01) Available No supply issues anticipated;Methylphenidate Hydrochloride- ER Capsules- 40 mg- 100s --(NDC: 67767-0202-01) Available No supply issues anticipated;Methylphenidate Hydrochloride- ER Capsules-  20 mg- 100s --(NDC: 67767-0200-01) Available No supply issues anticipated;Methylphenidate Hydrochloride- ER Tablets- 18 MG 100s --(NDC: 00591-2715-01) Available No supply issues anticipated;Methylphenidate Hydrochloride- ER Tablets- 27 MG 100s --(NDC: 00591-2716-01) Available No supply issues anticipated;Methylphenidate Hydrochloride- ER Tablets- 36 MG 100s --(NDC: 00591-2717-01) Available No supply issues anticipated;Methylphenidate Hydrochloride- ER Tablets- 54 MG 100s --(NDC: 00591-2718-01) Available No supply issues anticipated
Mallinckrodt,methylphenidater,1,3/6/13,3/25/14,material shortages; available,green,pediatric;psychiatry;,10 mg ER tablets (NDC 00406-1445-01)  Limited availability through Spring 2013. Shortage per Manufacturer: Shortage of active ingredient.;20 mg ER tablets (NDC 00406-1473-01)--  Limited availability through Spring 2013. Shortage per Manufacturer: Shortage of active ingredient.;20 mg ER tablets (NDC 00406-1473-01)--  Product temporarily unavailable. Shortage per Manufacturer: Shortage of active ingredient.;10 mg ER tablets (NDC 00406-1445-01)  Increasing supply to fully recover by late July 2013. Shortage per Manufacturer: Shortage of active ingredient.;20 mg ER tablets (NDC 00406-1473-01)--  Increasing supply to fully recover by late July 2013. Shortage per Manufacturer: Shortage of active ingredient.;10 mg ER tablets (NDC 00406-1445-01)  Available;20 mg ER tablets (NDC 00406-1473-01)--  Available;10 mg ER tablets (NDC 00406-1445-01)  Available No shortage anticipated in the next 6 months.;20 mg ER tablets (NDC 00406-1473-01)--  Available No shortage anticipated in the next 6 months.;10 mg ER tablets (NDC 00406-1445-01) --100 package size Available;20 mg ER tablets (NDC 00406-1473-01)--100 package size--  Available;10 mg ER tablets (NDC 00406-1145-01) --100 package size Available
Sandoz,methylphenidater,1,7/5/13,7/24/13,capacity constraints,green,pediatric;psychiatry;,20 mg Sustained-Release- 100s (NDC 00781-5754-01) Temporarily unavailable and Sandoz cannot estimate a release date. Shortage per Manufacturer: Manufacturing site capacity
Sandoz,methylphenidater,2,8/7/13,3/25/14,capacity constraints; material shortage,green,pediatric;psychiatry;,20 mg Sustained-Release- 100s (NDC 00781-5754-01) Temporarily unavailable and Sandoz cannot estimate a release date. Shortage per Manufacturer: Manufacturing site capacity;20 mg Sustained-Release- 100s (NDC 00781-5754-01) Product is currently available.  No projected back order at this time. Shortage per Manufacturer: Manufacturing site capacity;20 mg Sustained-Release- 100s (NDC 00781-5754-01) Due to an API shortage- we will continue to see back orders until end of February. Manufacturing site capacity/API Shortage;20 mg Sustained-Release- 100s (NDC 00781-5754-01) Due to an API shortage- we will continue to see back orders until end of March. Manufacturing site capacity/ API supply delay. API has been received but a capacity constraint has pushed delivery until March
Teva,methylphenidater,1,7/24/13,7/24/13,recall,yellow,pediatric;psychiatry;,20mg- 100 count (NDC 0093-5346-01) Teva has Methylphenidate Hydrochloride ER Capsules on back order and the company cannot estimate a release date. Shortage per Manufacturer: Recall initiated due to a routine stability failure;30mg- 100 count (NDC 0093-5347-01) Teva has Methylphenidate Hydrochloride ER Capsules on back order and the company cannot estimate a release date. Shortage per Manufacturer: Recall initiated due to a routine stability failure;40mg- 100 count (NDC 0093-5348-01) Teva has Methylphenidate Hydrochloride ER Capsules on back order and the company cannot estimate a release date. Shortage per Manufacturer: Recall initiated due to a routine stability failure
Teva,methylphenidater,2,8/7/13,3/25/14,recall,yellow,pediatric;psychiatry;,20mg- 100 count (NDC 0093-5346-01) Teva has Methylphenidate Hydrochloride ER Capsules on back order and the company cannot estimate a release date. Shortage per Manufacturer: Recall initiated due to a routine stability failure;30mg- 100 count (NDC 0093-5347-01) Teva has Methylphenidate Hydrochloride ER Capsules on back order and the company cannot estimate a release date. Shortage per Manufacturer: Recall initiated due to a routine stability failure;40mg- 100 count (NDC 0093-5348-01) Teva has Methylphenidate Hydrochloride ER Capsules on back order and the company cannot estimate a release date. Shortage per Manufacturer: Recall initiated due to a routine stability failure
UCB,methylphenidater,1,7/5/13,7/24/13,demand increase,orange,pediatric;psychiatry;,20 mg Methylphenidate ER- 100s (NDC 53014-594-07) Availability: July 12- 2013 Estimated Shortage Duration: May 7 through August 15- 2013
UCB,methylphenidater,2,8/7/13,3/25/14,demand increase,orange,pediatric;psychiatry;,20 mg Methylphenidate ER- 100s (NDC 53014-594-07) Availability: July 12- 2013 Estimated Shortage Duration: May 7 through August 15- 2013;20 mg Methylphenidate ER- 100s (NDC 53014-594-07) Availability: October 2013--Currently in back ordered;20 mg Methylphenidate ER- 100s (NDC 53014-594-07) Available
Pfizer,methylprednisolone,1,3/25/14,3/25/14,manufacturing delays,blue,pediatric;psychiatry;,Solu-Medrol 1g- 16mL- 1s MDV containing benzyl alcohol- (NDC 0009-0698-01)--  Pfizer has inventory available and is allocating to all customers based upon historical sales trends.  Allocation is expected to be removed at the end of March 2014.--  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;Solu-Medrol 1g- 8mL- 1s preservative-free (NDC 0009-0018-20)--  Pfizer has inventory available and is allocating to all customers based upon historical sales trends.  Allocation is expected to be removed at the end of March 2014.--  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;Solu-Medrol 2g vial with diluent containing benzyl alcohol- 1s (NDC 0009-0796-01) Pfizer has inventory available and is allocating to all customers based upon historical sales trends.  Allocation is expected to be removed at the end of March 2014.--  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;Solu-Medrol 500mg- 4mL- 1s preservative-free (NDC 0009-0003-02) Pfizer has inventory available and is allocating to all customers based upon historical sales trends.  Allocation is expected to be removed at the end of March 2014.--  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;--Solu-Medrol 500mg- 8mL- 1s MDV containing benzyl alcohol- (NDC 0009-0758-01) Pfizer has inventory available and is allocating to all customers based upon historical sales trends.  Allocation is expected to be removed at the end of March 2014.--  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;NOVAPLUS 125mg- 2mL- 25s preservative-free (NDC 0009-0047-26) Unavailable - Product is on short-term backorder and is expected to be released during the first week of March and weekly availability after March- but full recovery not expected until June 2014. --  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;NOVAPLUS 40mg- 1mL- 25s preservative-free (NDC 0009-0039-32)--  Unavailable - Product is on short-term backorder and is expected to be released during the first week of March and weekly availability after March- but full recovery not expected until June 2014. --  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;Solu-Medrol 125mg- 2mL- 25s preservative-free (NDC 0009-0047-22)--  Unavailable - Product is on short-term backorder and is expected to be released during the first week of March and weekly availability after March- but full recovery not expected until June 2014. --  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.;Solu-Medrol 40mg- 1mL vial- 25s preservative-free (NDC 0009-0039-28)  Unavailable - Product is on short-term backorder and is expected to be released during the first week of March and weekly availability after March- but full recovery not expected until June 2014. --  Shortage per Manufacturer: --Manufacturing delay. Please check with your wholesaler for available inventory.--Supplies will continue to improve. Pfizer has accelerated full production. Customer allocations to historic sales trends are in effect to prevent hoarding.
Baxter,metoclopramide,1,2/9/11,12/16/11,#; demand increase,orange,pediatric;gastroenterology;,"~~~Increased Demand--Hospira discontinued metoclopramide ampules in February, 2010, and Carpuject syringes in May, 2009.-- ;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL, 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available.--Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).--Teva has made a business decision to discontinue this product. See the Dear Valued Customer Letter (PDF - 32KB)-- ~~~;~~~Increased Demand--
--
--
--
--
--  
--
--
--
--
--
--
--
-- Hospira discontinued metoclopramide ampules in February, 2010, and Carpuject syringes in May, 2009.;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL, 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available.--
--
--
-- Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).--
--
--
--
--
-- Teva has made a business decision to discontinue this product. See the Dear Valued Customer Letter (PDF - 32KB)~~~;~~~Increased Demand--   -- Hospira discontinued metoclopramide ampules in February, 2010, and Carpuject syringes in May, 2009.;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL, 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available.-- Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).-- Teva has made a business decision to discontinue this product. See the Dear Valued Customer Letter (PDF - 32KB)~~~;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL- 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available."
BD,metoclopramide,1,6/5/13,11/8/13,available,,pediatric;gastroenterology;,10 mg/2 ml (5 mg/mL) in a pre-filled single-use glass syringe (NDC 76045-101-20) Available Please check with you wholesaler for available inventory.
Hospira,metoclopramide,1,2/9/11,11/8/13,#; discontinued; available; manufacturing delays; demand increase,black,pediatric;gastroenterology;,"~~~Increased Demand--Hospira discontinued metoclopramide ampules in February, 2010, and Carpuject syringes in May, 2009.-- ;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL, 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available.--Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).--Teva has made a business decision to discontinue this product. See the Dear Valued Customer Letter (PDF - 32KB)-- ~~~;~~~Increased Demand--
--
--
--
--
--  
--
--
--
--
--
--
--
-- Hospira discontinued metoclopramide ampules in February, 2010, and Carpuject syringes in May, 2009.;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL, 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available.--
--
--
-- Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).--
--
--
--
--
-- Teva has made a business decision to discontinue this product. See the Dear Valued Customer Letter (PDF - 32KB)~~~;~~~Increased Demand--   -- Hospira discontinued metoclopramide ampules in February, 2010, and Carpuject syringes in May, 2009.;Baxter is currently experiencing an increase in demand for metoclopramide injection 5 mg/mL, 2 mL vials (NDC 10019-0450-02). Lots are currently being manufactured and will be release for distribution as product becomes available.-- Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).-- Teva has made a business decision to discontinue this product. See the Dear Valued Customer Letter (PDF - 32KB)~~~;Hospira has available metoclopramide injection 5 mg/mL 2 mL vials (NDC 00409-3414-01).;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  ample levels of inventory to support market demand.-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  ample levels of inventory to support market demand.--Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.--Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  ample levels of inventory to support market demand.--
--
-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.--
--
-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  ample levels of inventory to support market demand.-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  ample levels of inventory to support market demand.--
--
-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.--
--
-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  next delivery January. --Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.--Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  next delivery January. -- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01):  next delivery March.-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01): next delivery February.-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01): next delivery March.--Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.--Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01): next delivery March.--
--
-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.--
--
-- Please check with your wholesaler for available inventory.;Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01): next delivery April.-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;Manufacturing delay. Product 5 mg/mL; 2 mL vial (NDC 0409-3414-01): next delivery April.-- Hospira discontinued Metoclopramide Carpuject syringes in May- 2009 and ampules in February- 2010.-- Please check with your wholesaler for available inventory.;5 mg/mL 2 mL vials (NDC 00409-3414-01) Next delivery August Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Other manufacturer shortage/withdrawal;5 mg/mL 2 mL vials (NDC 00409-3414-01) Next delivery September/Estimated recovery 1Q 2013 Please check with your wholesaler for available inventory.--Shortage per Manufacturer:--Other manufacturer shortage/withdrawal;5 mg/mL 2 mL vials (NDC 00409-3414-01) Next delivery October/Estimated recovery 1Q 2013 Please check with your wholesaler for available inventory.;5 mg/mL 2 mL vials (NDC 00409-3414-01) Next delivery November Estimated recovery 1Q 2013 Please check with your wholesaler for available inventory.;5 mg/mL 2 mL vials (NDC 00409-3414-01) Next delivery December Estimated recovery 2Q 2013 Please check with your wholesaler for available inventory.;5 mg/mL 2 mL vials (NDC 00409-3414-01) Available Please check with your wholesaler for available inventory.;5 mg/mL 2 mL vials (NDC 00409-3414-01) Next delivery January.--Estimated recovery 2Q 2013 Please check with your wholesaler for available inventory.;5 mg/mL 2 mL vials (NDC 00409-3414-01) Available Please check with your wholesaler for available inventory.--Shortage per manufacturer: Available"
