company,drug,streak,start,end,reasons,color,,,,,,,,,,,,,,
Hospira,naloxone,1,6/25/10,12/25/10,Manufacturing delays,,See related information section---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ----Manufacturing delays;See related information section-- -- -- -- -- -- -- -- -- -- -- --Manufacturing delays;See related information section-- -- -- -- -- -- -- --Manufacturing delays,,,,,,,,,,,,,
Lundbeck,neoprofen,1,7/30/10,4/22/11,Quality issue,,Failure to meet a visible particulate quality specification.,,,,,,,,,,,,,
APP,neostigmine,1,4/14/11,4/14/11,Demand increase,orange,Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increased demand,,,,,,,,,,,,,
AmericanRegent(Luitpold),neostigmine,1,3/11/11,4/22/11,Demand increase,orange,Increased demand--Increased demand--Increased demand-- ;Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increased demand;Increased demand--             --             --             --             --             --             --             --             --             Increased demand--             --             --             --             --             --             --             --             --             --             --             --             Increased demand,,,,,,,,,,,,,
Baxter,neostigmine,1,3/11/11,4/22/11,Demand increase,orange,Increased demand--Increased demand--Increased demand-- ;Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increased demand;Increased demand--             --             --             --             --             --             --             --             --             Increased demand--             --             --             --             --             --             --             --             --             --             --             --             Increased demand,,,,,,,,,,,,,
UCB,neupro,1,6/6/09,4/22/11,X,,UCB has recalled all domestic lots,,,,,,,,,,,,,
Abbott,nimbex,1,4/30/10,7/3/10,Demand increase,orange,Unexpected Increased Demand and Manufacturing Delays,,,,,,,,,,,,,
Baxter,nitroglycerin,1,2/17/11,4/22/11,Manufacturing delays,,Manufacturing delays-- ----Manufacturing delays -- ;Manufacturing delays----            ----            ----            ----            ----             --            ----            ----            ----            ----            ----            ----            ----            ----            ----            Manufacturing delays;Manufacturing delays--             --             --             --             --                           --             --             --             --             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
Hospira,nitroglycerin,1,2/17/11,4/22/11,Manufacturing delays,,Manufacturing delays-- ----Manufacturing delays -- ;Manufacturing delays----            ----            ----            ----            ----             --            ----            ----            ----            ----            ----            ----            ----            ----            ----            Manufacturing delays;Manufacturing delays--             --             --             --             --                           --             --             --             --             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
Luitpold,nitroglycerins,1,2/17/11,3/14/11,Manufacturing delays,,Manufacturing delays,,,,,,,,,,,,,
Pfizer,nitrostat,1,6/6/09,1/17/10,Demand increase,orange,Increase in demand,,,,,,,,,,,,,
Bedford,norepinephrine,1,2/2/11,4/22/11,Demand increase; Manufacturing delays,orange,Manufacturing delays-- ----Increase in demand-- -- -- ----Teva temporarily discontinued norepinephrine in June 2010.;Manufacturing delays----            ----            ----            ----             --            ----            ----            ----            ----            Increase in demand----            ----            ----             --             --             --            ----            ----            ----            ----            ----            ----            ----            ----            Teva temporarily discontinued norepinephrine in June 2010.;Manufacturing delays--             --             --             --                           --             --             --             --             Increase in demand--             --             --                                                       --             --             --             --             --             --             --             --             Teva temporarily discontinued norepinephrine in June 2010.,,,,,,,,,,,,,
Hospira,norepinephrine,1,2/2/11,4/22/11,Demand increase; Manufacturing delays,orange,Manufacturing delays-- ----Increase in demand-- -- -- ----Teva temporarily discontinued norepinephrine in June 2010.;Manufacturing delays----            ----            ----            ----             --            ----            ----            ----            ----            Increase in demand----            ----            ----             --             --             --            ----            ----            ----            ----            ----            ----            ----            ----            Teva temporarily discontinued norepinephrine in June 2010.;Manufacturing delays--             --             --             --                           --             --             --             --             Increase in demand--             --             --                                                       --             --             --             --             --             --             --             --             Teva temporarily discontinued norepinephrine in June 2010.,,,,,,,,,,,,,
Teva,norepinephrine,1,2/2/11,4/22/11,Demand increase; Manufacturing delays,orange,Manufacturing delays-- ----Increase in demand-- -- -- ----Teva temporarily discontinued norepinephrine in June 2010.;Manufacturing delays----            ----            ----            ----             --            ----            ----            ----            ----            Increase in demand----            ----            ----             --             --             --            ----            ----            ----            ----            ----            ----            ----            ----            Teva temporarily discontinued norepinephrine in June 2010.;Manufacturing delays--             --             --             --                           --             --             --             --             Increase in demand--             --             --                                                       --             --             --             --             --             --             --             --             Teva temporarily discontinued norepinephrine in June 2010.,,,,,,,,,,,,,
Pfizer,norpace,1,11/15/09,1/11/10,Demand increase,orange,Increase in demand,,,,,,,,,,,,,
Covidien,octreoscan,1,1/25/10,2/10/10,Product recall,green,Product recall,,,,,,,,,,,,,
Gate,orap,1,7/31/09,8/14/09,Manufacturing delays,,Manufacturing Delays,,,,,,,,,,,,,
Humco,ora-sweet,1,9/27/09,10/6/09,X,,See information in Related Information section.---- ---- ---- ---- ---- ---- ,,,,,,,,,,,,,
Paddock,ora-sweet,1,9/27/09,10/6/09,X,,See information in Related Information section.---- ---- ---- ---- ---- ---- ,,,,,,,,,,,,,
Valeant,oxsoralen,1,3/19/10,4/22/11,Manufacturing delays,,Manufacturing delays---- ;Manufacturing delays-- ;Manufacturing delays ,,,,,,,,,,,,,
Valeant,oxsoralen-ultra,1,3/19/10,4/22/11,Manufacturing delays,,Manufacturing delays---- ;Manufacturing delays-- ;Manufacturing delays--             ;Manufacturing delays              ,,,,,,,,,,,,,
ActavisTotowa,oxycodone,1,6/6/09,9/6/09,Demand increase,orange,Increase in demand related to product recalls by other manufacturers----Visit: FDA News,,,,,,,,,,,,,
Lannett,oxycodone,1,10/9/10,11/12/10,Raw material constraints,,Raw material constraints,,,,,,,,,,,,,
Mallinckrodt,oxycodone,1,6/6/09,9/6/09,Demand increase,orange,Increase in demand related to product recalls by other manufacturers----Visit: FDA News,,,,,,,,,,,,,
Sun,oxycodone,1,6/6/09,9/6/09,Demand increase,orange,Increase in demand related to product recalls by other manufacturers----Visit: FDA News,,,,,,,,,,,,,
Vintage,oxycodone,1,6/6/09,9/6/09,Demand increase,orange,Increase in demand related to product recalls by other manufacturers----Visit: FDA News,,,,,,,,,,,,,
Xanodyne,oxycodone,1,6/6/09,9/6/09,Demand increase,orange,Increase in demand related to product recalls by other manufacturers----Visit: FDA News,,,,,,,,,,,,,
Hospira,pancuronium,1,5/27/10,8/15/10,Demand increase,orange,Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.---- ----Increased demand;Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.---- ---- ----Increased demand;Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.-- -- --Increased demand,,,,,,,,,,,,,
Hospira,pancuronium,2,10/9/10,1/26/11,Demand increase,orange,Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.-- -- --Increased demand,,,,,,,,,,,,,
Teva,pancuronium,1,5/27/10,8/15/10,Product recall,green,Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.---- ----Increased demand;Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.---- ---- ----Increased demand;Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.-- -- --Increased demand,,,,,,,,,,,,,
Teva,pancuronium,2,10/9/10,1/26/11,Demand increase,orange,Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.-- -- --Increased demand,,,,,,,,,,,,,
Hospira,pentothal,1,11/6/09,1/19/11,Manufacturing issue,,Manufacturing issue,,,,,,,,,,,,,
Axcan,photofrin,1,10/9/10,10/9/10,FDA Review,,Pending supplement under review with FDA,,,,,,,,,,,,,
Hospira,procainamide,1,11/18/10,4/22/11,Manufacturing delays,,Manufacturing delays,,,,,,,,,,,,,
APP,propofol,1,10/30/09,4/22/11,Demand increase; product recall,green,Increase in demand---- ---- --------Recent recall of specific lots has led to increased demand.---- ---- --------Increase in demand.;Increase in demand---- ---- ---- ---- ---- ---- ----Recent recall of specific lots has led to increased demand.---- ---- --------Increase in demand.;Increase in demand---- ---- ---- ---- ---- ---- ----Recent recall of specific lots has led to increased demand.---- ---- ---- ---- ---- ---- ----Increase in demand.;Teva Pharmaceuticals does not currently have propofol available. Teva manufactures propofol injection 10 mg/mL in 20 mL vials (NDC 00703-2856-04), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----Please see information on availability in the Related Information section.;Teva Pharmaceuticals recalled specific lots in fall 2009 due to possible sterility issues. Teva has recently released some propofol 20ml, 50ml and 100ml vials and expects additional quantities over the coming months. Teva manufactures propofol injection 10 mg/mL in 20 mL vials (NDC 00703-2856-04), 50 mL vials (NDC 00703-2858-08), and 100 mL vials (NDC 00703-2859-03).---- ----Hospira Pharmaceuticals recalled specific lots due to presence of particulate matter in vials. Hospira has released some propofol 20ml, 50ml and 100ml and expects additional quantities in the coming months. Hospira manufactures Propofol injection 10 mg/mL, in 20 mL vials (NDC 00409-4699-30), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----APP has increased production in response to the increased demand. Please see information on availability in the Related Information section.;Teva Pharmaceuticals recalled specific lots in fall 2009 due to possible sterility issues.---- ----Hospira Pharmaceuticals recalled specific lots due to presence of particulate matter in vials. Hospira has released some propofol 20ml, 50ml and 100ml and expects additional quantities in the coming months. Hospira manufactures Propofol injection 10 mg/mL, in 20 mL vials (NDC 00409-4699-30), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----APP has increased production in response to the increased demand. Please see information on availability in the Related Information section.;Teva Pharmaceuticals has discontinued their propofol injection.---- ----Hospira Inc. recalled specific lots because some containers may contain particulate matter. Hospira has implemented improvements to its manufacturing process and is coordinating with the FDA to begin distribution of propofol manufactured under a new process as soon as possible.---- ----APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.-- --Hospira Inc. recalled specific lots because some containers may contain particulate matter. Hospira has implemented improvements to its manufacturing process and is coordinating with the FDA to begin distribution of propofol manufactured under a new process as soon as possible.-- --APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.-- --Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming-- --APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.--             --            Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming--             --            APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.                           Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming                           APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section
Hospira,propofol,1,10/30/09,4/22/11,Demand increase; product recall,green,Increase in demand---- ---- --------Recent recall of specific lots has led to increased demand.---- ---- --------Increase in demand.;Increase in demand---- ---- ---- ---- ---- ---- ----Recent recall of specific lots has led to increased demand.---- ---- --------Increase in demand.;Increase in demand---- ---- ---- ---- ---- ---- ----Recent recall of specific lots has led to increased demand.---- ---- ---- ---- ---- ---- ----Increase in demand.;Teva Pharmaceuticals does not currently have propofol available. Teva manufactures propofol injection 10 mg/mL in 20 mL vials (NDC 00703-2856-04), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----Please see information on availability in the Related Information section.;Teva Pharmaceuticals recalled specific lots in fall 2009 due to possible sterility issues. Teva has recently released some propofol 20ml, 50ml and 100ml vials and expects additional quantities over the coming months. Teva manufactures propofol injection 10 mg/mL in 20 mL vials (NDC 00703-2856-04), 50 mL vials (NDC 00703-2858-08), and 100 mL vials (NDC 00703-2859-03).---- ----Hospira Pharmaceuticals recalled specific lots due to presence of particulate matter in vials. Hospira has released some propofol 20ml, 50ml and 100ml and expects additional quantities in the coming months. Hospira manufactures Propofol injection 10 mg/mL, in 20 mL vials (NDC 00409-4699-30), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----APP has increased production in response to the increased demand. Please see information on availability in the Related Information section.;Teva Pharmaceuticals recalled specific lots in fall 2009 due to possible sterility issues.---- ----Hospira Pharmaceuticals recalled specific lots due to presence of particulate matter in vials. Hospira has released some propofol 20ml, 50ml and 100ml and expects additional quantities in the coming months. Hospira manufactures Propofol injection 10 mg/mL, in 20 mL vials (NDC 00409-4699-30), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----APP has increased production in response to the increased demand. Please see information on availability in the Related Information section.;Teva Pharmaceuticals has discontinued their propofol injection.---- ----Hospira Inc. recalled specific lots because some containers may contain particulate matter. Hospira has implemented improvements to its manufacturing process and is coordinating with the FDA to begin distribution of propofol manufactured under a new process as soon as possible.---- ----APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.-- --Hospira Inc. recalled specific lots because some containers may contain particulate matter. Hospira has implemented improvements to its manufacturing process and is coordinating with the FDA to begin distribution of propofol manufactured under a new process as soon as possible.-- --APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.-- --Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming-- --APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.--             --            Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming--             --            APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.                           Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming                           APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section
Teva,propofol,1,10/30/09,4/22/11,Demand increase; product recall,green,Increase in demand---- ---- --------Recent recall of specific lots has led to increased demand.---- ---- --------Increase in demand.;Increase in demand---- ---- ---- ---- ---- ---- ----Recent recall of specific lots has led to increased demand.---- ---- --------Increase in demand.;Increase in demand---- ---- ---- ---- ---- ---- ----Recent recall of specific lots has led to increased demand.---- ---- ---- ---- ---- ---- ----Increase in demand.;Teva Pharmaceuticals does not currently have propofol available. Teva manufactures propofol injection 10 mg/mL in 20 mL vials (NDC 00703-2856-04), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----Please see information on availability in the Related Information section.;Teva Pharmaceuticals recalled specific lots in fall 2009 due to possible sterility issues. Teva has recently released some propofol 20ml, 50ml and 100ml vials and expects additional quantities over the coming months. Teva manufactures propofol injection 10 mg/mL in 20 mL vials (NDC 00703-2856-04), 50 mL vials (NDC 00703-2858-08), and 100 mL vials (NDC 00703-2859-03).---- ----Hospira Pharmaceuticals recalled specific lots due to presence of particulate matter in vials. Hospira has released some propofol 20ml, 50ml and 100ml and expects additional quantities in the coming months. Hospira manufactures Propofol injection 10 mg/mL, in 20 mL vials (NDC 00409-4699-30), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----APP has increased production in response to the increased demand. Please see information on availability in the Related Information section.;Teva Pharmaceuticals recalled specific lots in fall 2009 due to possible sterility issues.---- ----Hospira Pharmaceuticals recalled specific lots due to presence of particulate matter in vials. Hospira has released some propofol 20ml, 50ml and 100ml and expects additional quantities in the coming months. Hospira manufactures Propofol injection 10 mg/mL, in 20 mL vials (NDC 00409-4699-30), 50 mL vials (NDC 00409-4699-33), and 100 mL vials (NDC 00409-4699-24).---- ----APP has increased production in response to the increased demand. Please see information on availability in the Related Information section.;Teva Pharmaceuticals has discontinued their propofol injection.---- ----Hospira Inc. recalled specific lots because some containers may contain particulate matter. Hospira has implemented improvements to its manufacturing process and is coordinating with the FDA to begin distribution of propofol manufactured under a new process as soon as possible.---- ----APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.-- --Hospira Inc. recalled specific lots because some containers may contain particulate matter. Hospira has implemented improvements to its manufacturing process and is coordinating with the FDA to begin distribution of propofol manufactured under a new process as soon as possible.-- --APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.-- --Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming-- --APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.--             --            Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming--             --            APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section;Teva Pharmaceuticals has discontinued their propofol injection.                           Hospira is beginning to release a limited number of batches of propofol. Further delivery information will be forthcoming                           APP has increased production in response to the increased demand. Please see additional information on availability in the Related Information section
Sandoz,regonol,1,2/9/11,3/19/11,Manufacturing delays,,Manufacturing delays-- ,,,,,,,,,,,,,
Guardian,renacidin,1,2/2/11,4/22/11,Manufacturing delays,,Manufacturing delays,,,,,,,,,,,,,
Merck,sinemet,1,2/9/11,2/19/11,X,,See Related Information,,,,,,,,,,,,,
APP,sodiumc,1,2/9/11,4/22/11,Demand increase; Manufacturing delays,orange,Increased demand--Increase in demand--Manufacturing delays-- ;Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increase in demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Manufacturing delays;Increased demand--             --             --             --             --             --             --             --             --             --             --             Increase in demand--             --             --             --             --             --             --             --             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
AmericanRegent,sodiumc,1,2/9/11,4/22/11,Demand increase; Manufacturing delays,orange,Increased demand--Increase in demand--Manufacturing delays-- ;Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increase in demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Manufacturing delays;Increased demand--             --             --             --             --             --             --             --             --             --             --             Increase in demand--             --             --             --             --             --             --             --             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
Hospira,sodiumc,1,2/9/11,4/22/11,Demand increase; Manufacturing delays,orange,Increased demand--Increase in demand--Manufacturing delays-- ;Increased demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Increase in demand----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            ----            Manufacturing delays;Increased demand--             --             --             --             --             --             --             --             --             --             --             Increase in demand--             --             --             --             --             --             --             --             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
APP,sodiumci,1,2/9/11,4/22/11,Demand increase,orange,Increase in demand-- ----Increased demand-- ;Increase in demand----            ----            ----            ----             --            ----            ----            ----            Increased demand ;Increase in demand--             --             --             --                           --             --             --             Increased demand ,,,,,,,,,,,,,
AmericanRegent,sodiumci,1,4/14/11,4/14/11,Demand increase,orange,Increase in demand----            ----            ----            ----             --            ----            ----            ----            Increased demand ,,,,,,,,,,,,,
Hospira,sodiumci,1,2/9/11,4/22/11,Demand increase,orange,Increase in demand-- ----Increased demand-- ;Increase in demand----            ----            ----            ----             --            ----            ----            ----            Increased demand ;Increase in demand--             --             --             --                           --             --             --             Increased demand ,,,,,,,,,,,,,
Hospira,succinylcholine,1,8/28/10,4/22/11,Demand increase; Manufacturing delays,orange,Increased demand--Manufacturing delays--;Increased demand--Manufacturing delays-- ;Increased demand----            ----            ----            ----            ----            ----            Manufacturing delays;Increased demand--             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
Sandoz,succinylcholine,1,8/28/10,4/22/11,Demand increase; Manufacturing delays,orange,Increased demand--Manufacturing delays--;Increased demand--Manufacturing delays-- ;Increased demand----            ----            ----            ----            ----            ----            Manufacturing delays;Increased demand--             --             --             --             --             --             Manufacturing delays,,,,,,,,,,,,,
Hospira,sulfamethoxazole,1,8/20/10,9/23/10,Demand increase,orange,Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.-- -- --Increased demand,,,,,,,,,,,,,
Teva,sulfamethoxazole,1,5/27/10,4/22/11,Product recall,green,Teva recalled Lot #31308526B/Exp. Date 9/12 of SMX/TMP Injection 10 ml vials to the retail level because some vials may have defective crimps. All sizes of vials are currently unavailable.;Teva recalled Lot #31308526B/Exp. Date 9/12 of SMX/TMP Injection 10 ml vials to the retail level because some vials may have defective crimps.;Teva initiated withdrawal of multiple lots of pancuronium injection from the market on 5/4/10.-- -- --Increased demand,,,,,,,,,,,,,
Genentech,tamiflu,1,1/19/11,4/22/11,Demand increase,orange,Increased demand,,,,,,,,,,,,,
Roche,tamiflu,1,10/10/09,2/5/10,X,,See Related Information Section,,,,,,,,,,,,,
Covidien,technetium,1,6/6/09,12/19/10,Source issues,,Reduced supply due to material sourcing issues.,,,,,,,,,,,,,
Lantheus,technetium,1,6/6/09,12/19/10,Source issues,,Reduced supply due to material sourcing issues.,,,,,,,,,,,,,
Bedford,thiotepa,1,11/21/09,3/12/10,Manufacturing delays,,Manufacturing delays---- ,,,,,,,,,,,,,
Bedford,thiotepa,2,3/31/11,4/22/11,X,,unspecified;unspecified--See related information section,,,,,,,,,,,,,
Genzyme,thyrogen,1,5/27/10,11/26/10,X,,Please see information in Related Information section.,,,,,,,,,,,,,
Forest,thyroid,1,2/14/10,4/22/11,Manufacturing issues,,Forest reports manufacturing issues involving the raw material and RLC reports increased demand. FDA has not ordered Forest or RLC to remove these thyroid (desiccated) tablets from the market.,,,,,,,,,,,,,
RLC,thyroid,1,2/14/10,4/22/11,Manufacturing issues,,Forest reports manufacturing issues involving the raw material and RLC reports increased demand. FDA has not ordered Forest or RLC to remove these thyroid (desiccated) tablets from the market.,,,,,,,,,,,,,
Forest,thyrolar,1,1/11/10,4/22/11,Manufacturing delays,,Manufacturing delays,,,,,,,,,,,,,
Pfizer,tikosyn,1,11/27/09,1/11/10,Manufacturing delays,,Manufacturing delays,,,,,,,,,,,,,
Sandoz,triamcinolone,1,6/6/09,7/5/09,Manufacturing delays,,Manufacturing Delays,,,,,,,,,,,,,
Hospira,tromethamine,1,10/26/10,4/22/11,Manufacturing delays,,Manufacturing delays,,,,,,,,,,,,,
Indevus,valstar,1,6/6/09,9/6/09,Discontinued,,Product was previously discontinued,,,,,,,,,,,,,
Bedford,vecuronium,1,11/21/09,4/22/11,Demand increase; Manufacturing delays,orange,Increase in demand---- ---- --------Increase in demand---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- --------Increase in demand---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ----Increase in demand---- ---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ----Increase in demand---- ---- ---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ----On manufacturing hold---- ---- ---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ----On manufacturing hold---- ---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand-- -- ------ -- -- --Increase in demand-- -- -- -- -- -- -- -- -- -- -- -- --On manufacturing hold-- -- -- -- -- -- -- -- --Manufacturing Delays;Increase in demand-- -- ------ -- -- ----Increase in demand-- -- -- -- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- -- ----Manufacturing Delays;Increase in demand-- -- ------ ----Increase in demand-- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- ----Manufacturing Delays;Increase in demand-- -- ---- -- ----Increase in demand-- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- ----Manufacturing Delays;Increase in demand-- -- ---- -- ----Increase in demand-- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- --Manufacturing Delays;Increase in demand-- -- ----Increase in demand-- -- -- -- ----On manufacturing hold-- -- -- ----Manufacturing Delays;Increase in demand--             --             --            ----            Increase in demand--             --             --             --             --            ----            ----            ----            ----            ----            ----            ----            ----            ----            On manufacturing hold--             --             --             --            ----            ----            ----            Manufacturing Delays;Increase in demand                                         --             Increase in demand                                                                     --             --             --             --             --             --             --             --             --             On manufacturing hold                                                       --             --             --             Manufacturing Delays,,,,,,,,,,,,,
Hospira,vecuronium,1,11/21/09,4/22/11,Demand increase; Manufacturing delays,orange,Increase in demand---- ---- --------Increase in demand---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- --------Increase in demand---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ----Increase in demand---- ---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ----Increase in demand---- ---- ---- ---- ---- ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ----On manufacturing hold---- ---- ---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand---- ---- ------------ ---- ---- ----Increase in demand---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ----On manufacturing hold---- ---- ---- ---- ---- ---- ---- ---- ----Manufacturing Delays;Increase in demand-- -- ------ -- -- --Increase in demand-- -- -- -- -- -- -- -- -- -- -- -- --On manufacturing hold-- -- -- -- -- -- -- -- --Manufacturing Delays;Increase in demand-- -- ------ -- -- ----Increase in demand-- -- -- -- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- -- ----Manufacturing Delays;Increase in demand-- -- ------ ----Increase in demand-- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- ----Manufacturing Delays;Increase in demand-- -- ---- -- ----Increase in demand-- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- ----Manufacturing Delays;Increase in demand-- -- ---- -- ----Increase in demand-- -- -- -- -- -- -- -- -- ----On manufacturing hold-- -- -- -- -- --Manufacturing Delays;Increase in demand-- -- ----Increase in demand-- -- -- -- ----On manufacturing hold-- -- -- ----Manufacturing Delays;Increase in demand--             --             --            ----            Increase in demand--             --             --             --             --            ----            ----            ----            ----            ----            ----            ----            ----            ----            On manufacturing hold--             --             --             --            ----            ----            ----            Manufacturing Delays;Increase in demand                                         --             Increase in demand                                                                     --             --             --             --             --             --             --             --             --             On manufacturing hold                                                       --             --             --             Manufacturing Delays,,,,,,,,,,,,,
