company,drug,streak,start,end,reasons,color,type,info,,,,,,,,,,,,,
Bedford,leucovorinlevoleucovorin,1,7/3/10,8/15/10,manufacturing delays,blue,,Manufacturing delays                     Manufacturing delays             Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.,,,,,,,,,,,,,
Bedford,leucovorinlevoleucovorin,2,9/14/10,12/25/10,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays       Supplies continue to be available.;Manufacturing delays               Manufacturing delays       Supplies continue to be available.,,,,,,,,,,,,,
Bedford,leucovorinlevoleucovorin,3,1/6/11,4/22/11,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Supplies continue to be available.  ;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Spectrum is working with the FDA on additional supplies - new information will be posted soon about additional supplies to help address the shortage.  ;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products, Inc. to temporarily import levoleucovorin 100 mg Powder for Injection manufactured by Pfizer Inc. Please see the Dear Healthcare Professional Letter (PDF - 159KB) for additional information.;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products, the FDA has utilized regulatory enforcement discretion for Spectrum Pharmaceuticals, Inc. to temporarily import levoleucovorin 100 mg Powder for Injection manufactured by Pfizer Inc. Please see the Dear Healthcare Professional Letter (PDF - 159KB) for additional information.,,,,,,,,,,
Spectrum,leucovorinlevoleucovorin,1,7/3/10,8/15/10,manufacturing delays,blue,,Manufacturing delays                     Manufacturing delays             Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.,,,,,,,,,,,,,
Spectrum,leucovorinlevoleucovorin,2,9/14/10,12/25/10,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays       Supplies continue to be available.;Manufacturing delays               Manufacturing delays       Supplies continue to be available.,,,,,,,,,,,,,
Spectrum,leucovorinlevoleucovorin,3,1/6/11,4/22/11,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Supplies continue to be available.  ;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Spectrum is working with the FDA on additional supplies - new information will be posted soon about additional supplies to help address the shortage.  ;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products, Inc. to temporarily import levoleucovorin 100 mg Powder for Injection manufactured by Pfizer Inc. Please see the Dear Healthcare Professional Letter (PDF - 159KB) for additional information.;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products, the FDA has utilized regulatory enforcement discretion for Spectrum Pharmaceuticals, Inc. to temporarily import levoleucovorin 100 mg Powder for Injection manufactured by Pfizer Inc. Please see the Dear Healthcare Professional Letter (PDF - 159KB) for additional information.,,,,,,,,,,
Teva,leucovorinlevoleucovorin,1,7/3/10,8/15/10,manufacturing delays,blue,,Manufacturing delays                     Manufacturing delays             Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.;Manufacturing delays                     Manufacturing delays       Supplies continue to be available.,,,,,,,,,,,,,
Teva,leucovorinlevoleucovorin,2,9/14/10,12/25/10,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays       Supplies continue to be available.;Manufacturing delays               Manufacturing delays       Supplies continue to be available.,,,,,,,,,,,,,
Teva,leucovorinlevoleucovorin,3,1/6/11,4/22/11,manufacturing delays,blue,,Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Supplies continue to be available.  ;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Spectrum is working with the FDA on additional supplies - new information will be posted soon about additional supplies to help address the shortage.  ;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products, Inc. to temporarily import levoleucovorin 100 mg Powder for Injection manufactured by Pfizer Inc. Please see the Dear Healthcare Professional Letter (PDF - 159KB) for additional information.;Manufacturing delays               Manufacturing delays   APP has recently launched their leucovorin injection in response to the ongoing shortage.         Due to the shortage of both leucovorin and levoleucovorin products, the FDA has utilized regulatory enforcement discretion for Spectrum Pharmaceuticals, Inc. to temporarily import levoleucovorin 100 mg Powder for Injection manufactured by Pfizer Inc. Please see the Dear Healthcare Professional Letter (PDF - 159KB) for additional information.,,,,,,,,,,
Caraco,leuprolide,1,6/30/11,3/25/14,demand increase,orange,,"On intermittent backorder- anticipate release June.;On intermittent backorder.;Increase in demand On intermittent backorder.;;1 mg/0.2 ml (NDC 41616-0936-40) On intermittent backorder. Shortage per Manufacturer: Increase in demand;1 mg/0.2 ml (NDC 41616-0936-40) On intermittent backorder. Shortage per Manufacturer: 
 Increase in demand",,,,,,,,,,,,,
Teva,leuprolide,1,6/30/11,3/25/14,manufacturing delays; manufacturing practices requirements; regulatory delay,yellow,,Currently on backorder- anticipate release is Q411.;Manufacturing delays Currently on backorder- anticipate release is Q411.;;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q412 Shortage per Manufacturer: Manufacturing Delays;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q412;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q213;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q213.;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q2 2013.;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q4 2013.;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q1 2014.;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder.  Teva anticipates product availability in Q3 2014.;1 mg/0.2 ml (NDC 00703-4014-18) Teva has Leuprolide Injection on backorder and has temporarily discontinued product.,,,,,,,,,,,,,
Akorn,levofloxacin,1,11/3/11,7/12/12,demand increase; available,orange,,Akorn has levofloxacin 25 mg/mL 20 mL and 30 mL vials on intermittent back order and the company is releasing product as it becomes available.;20 mL (NDC 17478-0107-20)-Readily available               30 mL (NDC 1748-0107-30)-Readily available;Increased Demand 20 mL (NDC 17478-0107-20)-Readily available               30 mL (NDC 1748-0107-30)-Readily available;,,,,,,,,,,,,,
Spectrum,levoleucovorin,1,4/28/11,7/12/12,[temporary import]; available,brown,,"Reminder: There is potential for dosing errors when interchanging leucovorin and levoleucovorin (Fusilev). The dose of levoleucovorin (Fusilev) is one-half the dose of racemic leucovorin injection (e.g.- levoleucovorin [Fusilev] 7.5 mg = racemic leucovorin 15 mg). For more information visit: Spectrum Pharmaceuticals web site.;Reminder: There is potential for dosing errors when interchanging leucovorin and levoleucovorin (Fusilev). The dose of levoleucovorin (Fusilev) is one-half the dose of racemic leucovorin injection (e.g.- levoleucovorin [Fusilev] 7.5 mg = racemic leucovorin 15 mg). 
 
 For more information visit: Spectrum Pharmaceuticals web site.;Spectrum Pharmaceuticals has increased production of Fusilev 50 mg vials (NDC 68152-101-00) and is continuing to release supplies as they become available. Reminder: There is potential for dosing errors when interchanging leucovorin and levoleucovorin (Fusilev). The dose of levoleucovorin (Fusilev) is one-half the dose of racemic leucovorin injection (e.g.- levoleucovorin [Fusilev] 7.5 mg = racemic leucovorin 15 mg). For more information visit: Spectrum Pharmaceuticals web site.;Fusilev (levoleucovorin) for Injection 50 mg vials (NDC 68152-101-00) are available from Spectrum Pharmaceuticals in ample quantities. Based upon the current and anticipated inventory- Spectrum Pharmaceuticals is able to meet all present and future demand. Please call the Company directly at 1-877-387-4538 to obtain Fusilev which is now approved for CRC. Reminder: There is potential for dosing errors when interchanging leucovorin and levoleucovorin (Fusilev). The dose of levoleucovorin (Fusilev) is one-half the dose of racemic leucovorin injection (e.g.- levoleucovorin [Fusilev] 7.5 mg = racemic leucovorin 15 mg). For more information visit: Spectrum Pharmaceuticals  web site.;Fusilev (levoleucovorin) for Injection 50 mg vials (NDC 68152-101-00) are available from Spectrum Pharmaceuticals in ample quantities. Based upon the current and anticipated inventory- Spectrum Pharmaceuticals is able to meet all present and future demand. Please call the Company directly at 1-877-387-4538 to obtain Fusilev which is now approved for CRC. 
 
 Reminder: There is potential for dosing errors when interchanging leucovorin and levoleucovorin (Fusilev). The dose of levoleucovorin (Fusilev) is one-half the dose of racemic leucovorin injection (e.g.- levoleucovorin [Fusilev] 7.5 mg = racemic leucovorin 15 mg). 
 
 For more information visit: Spectrum Pharmaceuticals  web site.;",,,,,,,,,,,,,
